claim_id,policy_start_date,claim_date,city,policy_type,sales_channel,vehicle_type,customer_age,annual_premium,claim_amount,past_claims_count,days_since_policy_start,documents_submitted,is_fraud,policy_tenure_days,claim_ratio,risk_score
CL007335,2024-10-01,2025-07-05,Kolkata,Home,Partner,Unknown,18.0,12878.0,87445.0,0.0,0.0,3.0,0,277.0,6.790262463115391,3.0
CL184299,2024-10-01,2024-11-27,Kolkata,Home,Partner,Unknown,34.0,8940.0,67236.0,0.0,174.0,2.0,1,57.0,7.520805369127517,176.0
CL179163,2023-10-15,2024-10-01,Hyderabad,Travel,App,Unknown,41.0,1397.0,30675.0,1.0,119.0,2.0,0,352.0,21.957766642806014,122.0
CL265753,2024-08-06,2025-09-08,Chennai,Motor,App,Car,27.0,4875.0,64041.0,1.0,155.0,2.0,1,398.0,13.136615384615384,158.0
CL266424,2023-07-09,2024-08-13,Jaipur,Travel,Partner,Unknown,40.0,7963.0,78914.0,0.0,120.0,2.0,1,401.0,9.910084139143539,122.0
CL272633,2023-09-15,2024-04-05,Kolkata,Motor,Partner,Unknown,27.0,9072.0,32751.0,1.0,179.0,2.0,1,203.0,3.6101190476190474,182.0
CL270757,2024-10-01,2025-11-05,Ahmedabad,Travel,Partner,Unknown,37.0,8373.0,60564.0,3.0,138.0,1.0,1,400.0,7.233249731279112,142.0
CL247205,2024-02-02,2024-10-01,Bengaluru,Home,Partner,Unknown,49.0,11171.0,38844.0,2.0,173.0,3.0,1,242.0,3.4772177960791333,178.0
CL144781,2023-06-13,2024-04-03,Chennai,Health,App,Unknown,45.0,15527.0,27379.0,1.0,288.0,3.0,1,295.0,1.7633155149095125,292.0
CL168414,2024-10-01,2025-12-11,Pune,Health,Agent,Unknown,29.0,4853.0,85227.0,1.0,109.0,2.0,0,436.0,17.561714403461774,112.0
CL244306,2023-06-03,2024-10-01,Chennai,Motor,Website,Bike,32.0,10328.0,45964.0,1.0,250.0,5.0,1,486.0,4.4504260263361735,256.0
CL202063,2023-09-21,2024-10-01,Delhi,Health,Website,Unknown,43.0,2419.0,0.0,2.0,0.0,1.0,0,376.0,0.0,3.0
CL119307,2024-09-17,2024-10-01,Mumbai,Travel,Partner,Unknown,54.0,7450.0,39375.0,2.0,95.0,1.0,1,14.0,5.285234899328859,98.0
CL196188,2024-10-01,2025-10-01,Delhi,Health,Website,Unknown,33.0,7584.0,3211.0,1.0,155.0,5.0,0,365.0,0.42339135021097046,161.0
CL053050,2024-01-06,2024-10-01,Pune,Home,Partner,Unknown,24.0,2431.0,64781.0,2.0,113.0,4.0,1,269.0,26.64788153023447,119.0
CL204037,2025-05-10,2025-09-09,Chennai,Health,Website,Unknown,18.0,6392.0,46552.0,1.0,196.0,3.0,1,122.0,7.282853566958698,200.0
CL165103,2024-05-16,2024-10-01,Pune,Travel,Website,Unknown,42.0,9984.0,108673.0,1.0,71.0,5.0,1,138.0,10.884715544871796,77.0
CL122045,2023-06-18,2024-08-04,Pune,Home,Agent,Unknown,43.0,11316.0,84692.0,1.0,85.0,1.0,1,413.0,7.484270060091905,87.0
CL176898,2025-04-05,2025-05-08,Bengaluru,Home,Partner,Unknown,33.0,4753.0,124148.0,1.0,208.0,5.0,1,33.0,26.119924258363138,214.0
CL297636,2024-10-01,2025-05-03,Bengaluru,Home,App,Unknown,32.0,13186.0,46423.0,0.0,127.0,3.0,1,214.0,3.520627938722888,130.0
CL217640,2024-09-17,2025-01-03,Delhi,Home,App,Unknown,56.0,1008.0,39938.0,0.0,149.0,3.0,1,108.0,39.62103174603175,152.0
CL143324,2024-02-12,2024-12-21,Pune,Motor,Agent,Bike,36.0,10064.0,68417.0,0.0,52.0,8.0,1,313.0,6.798191573926868,60.0
CL230895,2023-07-09,2024-03-13,Bengaluru,Motor,App,Bike,32.0,1556.0,31395.0,0.0,44.0,0.0,0,248.0,20.176735218509,44.0
CL053231,2024-06-13,2024-10-01,Chennai,Home,App,Unknown,44.0,14530.0,25350.0,1.0,214.0,4.0,1,110.0,1.7446662078458361,219.0
CL028171,2024-10-01,2025-11-06,Kolkata,Travel,Agent,Unknown,47.0,9947.0,12859.0,2.0,163.0,1.0,1,401.0,1.2927515833919774,166.0
CL232682,2023-03-07,2025-11-30,Jaipur,Travel,Website,Unknown,49.0,7368.0,88885.0,0.0,0.0,2.0,1,999.0,12.063653637350706,2.0
CL297483,2024-09-06,2024-10-01,Ahmedabad,Health,App,Unknown,40.0,10088.0,12001.0,0.0,261.0,5.0,1,25.0,1.1896312450436162,266.0
CL100499,2023-06-14,2024-12-09,Ahmedabad,Home,Agent,Unknown,28.0,7523.0,13699.0,0.0,71.0,2.0,1,544.0,1.8209490894589924,73.0
CL154224,2024-02-03,2024-10-01,Bengaluru,Home,Website,Unknown,54.0,6457.0,32956.0,2.0,88.0,1.0,1,241.0,5.103918228279387,91.0
CL242724,2024-10-01,2025-02-22,Chennai,Health,Website,Unknown,27.0,8940.0,36242.0,0.0,204.0,5.0,1,144.0,4.053914988814317,209.0
CL115384,2023-05-06,2023-10-16,Jaipur,Motor,Partner,Unknown,25.0,3711.0,42827.0,0.0,82.0,2.0,1,163.0,11.540555106440312,84.0
CL201103,2024-10-01,2025-07-17,Ahmedabad,Health,App,Unknown,19.0,5908.0,31161.0,1.0,88.0,2.0,1,289.0,5.274373730534868,91.0
CL194409,2024-07-07,2024-12-11,Hyderabad,Travel,Website,Unknown,56.0,9549.0,4205.0,2.0,50.0,3.0,0,157.0,0.44036024714629807,55.0
CL243553,2024-10-01,2025-11-04,Chennai,Travel,Agent,Unknown,47.0,10501.0,17204.0,0.0,117.0,4.0,1,399.0,1.6383201599847634,121.0
CL186395,2024-02-01,2024-08-08,Delhi,Health,Agent,Unknown,50.0,10912.0,91724.0,0.0,200.0,1.0,1,189.0,8.405791788856305,201.0
CL230687,2024-09-17,2024-10-01,Bengaluru,Motor,Website,Car,52.0,8390.0,20253.0,0.0,177.0,1.0,1,14.0,2.4139451728247914,178.0
CL066466,2024-08-29,2024-10-01,Mumbai,Home,App,Unknown,18.0,8101.0,35570.0,2.0,182.0,3.0,1,33.0,4.390815948648315,187.0
CL182668,2024-07-03,2024-10-30,Ahmedabad,Health,Agent,Unknown,40.0,9750.0,61604.0,1.0,0.0,8.0,0,119.0,6.318358974358975,9.0
CL158319,2024-10-01,2024-10-28,Ahmedabad,Travel,Website,Unknown,23.0,10328.0,25041.0,1.0,143.0,1.0,1,27.0,2.4245739736638265,145.0
CL006467,2025-01-26,2025-05-04,Pune,Health,Partner,Unknown,18.0,14294.0,34046.0,1.0,97.0,0.0,1,98.0,2.3818385336504826,98.0
CL031556,2024-06-13,2024-10-01,Chennai,Travel,App,Unknown,32.0,0.0,83974.0,0.0,95.0,3.0,1,110.0,5.150936649828692,98.0
CL007735,2024-10-01,2024-12-05,Bengaluru,Travel,Website,Unknown,37.0,8940.0,19384.0,1.0,800.0,3.0,1,65.0,2.1682326621923935,804.0
CL265235,2024-10-01,2025-12-07,Pune,Motor,Partner,Bike,44.0,10918.0,34314.0,3.0,103.0,2.0,1,432.0,3.142883311961898,108.0
CL002122,2024-09-17,2024-10-01,Pune,Travel,App,Unknown,18.0,12108.0,37338.0,1.0,151.0,4.0,1,14.0,3.0837462834489595,156.0
CL106418,2024-05-14,2024-09-02,Kolkata,Home,Website,Unknown,63.0,12486.0,33773.0,0.0,96.0,6.0,1,111.0,2.704869453788243,102.0
CL121503,2024-06-17,2024-10-01,Jaipur,Travel,Website,Unknown,48.0,11762.0,20981.0,1.0,130.0,3.0,1,106.0,1.78379527291277,134.0
CL010857,2024-10-01,2025-04-02,Chennai,Health,App,Unknown,34.0,14050.0,20657.0,3.0,52.0,4.0,0,183.0,1.4702491103202846,59.0
CL095012,2024-10-01,2025-10-30,Pune,Health,Agent,Unknown,30.0,9888.0,23501.0,0.0,98.0,5.0,0,394.0,2.3767192556634305,103.0
CL275389,2023-07-19,2024-02-11,Mumbai,Travel,App,Unknown,46.0,8074.0,90602.0,3.0,313.0,2.0,1,207.0,11.22145157295021,318.0
CL030104,2024-10-01,2024-12-22,Pune,Motor,Agent,Bike,18.0,13686.0,56657.0,0.0,121.0,6.0,1,82.0,4.139777875200935,127.0
CL146757,2024-10-01,2025-08-03,Pune,Home,App,Unknown,52.0,10395.0,62345.0,0.0,9.0,1.0,0,306.0,5.997594997594998,10.0
CL115457,2023-11-15,2024-10-01,Chennai,Travel,App,Unknown,55.0,18482.0,46048.0,1.0,260.0,5.0,1,321.0,2.4915052483497457,266.0
CL172396,2024-10-01,2025-05-25,Hyderabad,Travel,Partner,Unknown,41.0,6350.0,71654.0,3.0,171.0,5.0,1,236.0,11.284094488188977,179.0
CL260126,2024-05-24,2025-05-10,Delhi,Motor,Partner,Bike,38.0,11037.0,32018.0,2.0,179.0,5.0,1,351.0,2.900969466340491,186.0
CL098833,2024-10-14,2025-02-04,Hyderabad,Home,Partner,Unknown,46.0,10881.0,66744.0,0.0,87.0,0.0,1,113.0,6.133995037220844,87.0
CL130917,2024-11-26,2025-11-07,Hyderabad,Health,Website,Unknown,22.0,4604.0,50765.0,1.0,163.0,2.0,1,346.0,11.026281494352737,166.0
CL258272,2024-10-01,2025-05-01,Kolkata,Health,Website,Unknown,38.0,8023.0,9597.0,2.0,199.0,4.0,1,212.0,1.1961859653496199,205.0
CL098470,2023-03-12,2024-09-30,Chennai,Travel,Partner,Unknown,29.0,11129.0,58205.0,1.0,57.0,5.0,1,568.0,5.230029652259861,63.0
CL087732,2024-10-01,2025-06-19,Chennai,Health,Partner,Unknown,32.0,8405.0,60936.0,0.0,159.0,2.0,1,261.0,7.249970255800119,161.0
CL062428,2024-10-01,2025-06-04,Ahmedabad,Travel,Website,Unknown,31.0,892.0,52811.0,0.0,85.0,6.0,0,246.0,59.205156950672645,91.0
CL052408,2025-05-07,2025-11-04,Bengaluru,Home,Partner,Unknown,18.0,20907.0,0.0,1.0,36.0,4.0,0,181.0,0.0,41.0
CL113624,2024-02-14,2024-10-01,Jaipur,Home,Website,Unknown,54.0,8940.0,0.0,2.0,176.0,2.0,1,230.0,0.0,180.0
CL087905,2024-06-28,2024-10-01,Chennai,Home,Partner,Unknown,38.0,12972.0,33343.0,1.0,151.0,4.0,1,95.0,2.570382362010484,156.0
CL041828,2024-10-01,2025-11-09,Kolkata,Travel,Website,Unknown,18.0,8157.0,76518.0,0.0,138.0,6.0,1,404.0,9.380654652445752,144.0
CL261890,2024-07-18,2024-10-01,Bengaluru,Travel,App,Unknown,46.0,12480.0,11375.0,2.0,0.0,2.0,0,75.0,0.9114583333333334,4.0
CL186475,2023-11-01,2024-10-01,Ahmedabad,Motor,Agent,Unknown,51.0,6261.0,0.0,1.0,78.0,1.0,0,335.0,0.0,80.0
CL284765,2023-09-10,2024-10-01,Chennai,Home,Website,Unknown,18.0,7610.0,28349.0,1.0,158.0,3.0,1,387.0,3.7252299605781864,162.0
CL207755,2024-01-05,2025-07-20,Ahmedabad,Travel,Website,Unknown,26.0,7717.0,13479.0,0.0,130.0,5.0,1,562.0,1.7466632110923934,135.0
CL212316,2025-01-04,2025-04-07,Kolkata,Home,Website,Unknown,39.0,8648.0,16877.0,4.0,144.0,2.0,1,93.0,1.951549491211841,150.0
CL159241,2024-10-01,2025-01-29,Chennai,Home,App,Unknown,95.0,4091.0,81035.0,0.0,81.0,4.0,1,120.0,19.808115375213884,85.0
CL052063,2024-07-05,2024-10-01,Hyderabad,Motor,App,Car,39.0,5345.0,51466.0,0.0,77.0,1.0,1,88.0,9.628811973807297,78.0
CL220205,2024-09-17,2025-03-02,Chennai,Motor,Agent,Bike,35.0,8522.0,300000.0,0.0,36.0,4.0,1,166.0,35.20300398967379,40.0
CL130157,2024-01-12,2024-10-01,Delhi,Home,Partner,Unknown,44.0,16003.0,44176.0,0.0,196.0,0.0,1,263.0,2.7604824095482097,196.0
CL253500,2023-01-08,2025-11-24,Delhi,Travel,App,Unknown,51.0,4984.0,33464.0,2.0,225.0,3.0,1,1051.0,6.714285714285714,230.0
CL260060,2023-09-08,2025-05-03,Ahmedabad,Home,Website,Unknown,47.0,11565.0,81591.0,1.0,160.0,1.0,0,603.0,7.054993514915694,162.0
CL025683,2025-08-11,2025-11-03,Delhi,Travel,App,Unknown,26.0,9703.0,12471.0,1.0,13.0,6.0,0,84.0,1.2852725961042977,20.0
CL225689,2023-07-12,2025-08-02,Bengaluru,Travel,Partner,Unknown,38.0,12406.0,25908.0,0.0,138.0,5.0,1,752.0,2.0883443495083025,143.0
CL097451,2024-08-06,2024-10-01,Hyderabad,Health,Website,Unknown,43.0,8990.0,28257.0,1.0,281.0,2.0,1,56.0,3.1431590656284762,284.0
CL185152,2024-01-10,2024-09-17,Delhi,Travel,Partner,Unknown,40.0,5345.0,47023.0,2.0,115.0,2.0,1,251.0,8.79756782039289,119.0
CL030505,2024-08-13,2025-07-11,Hyderabad,Home,Agent,Unknown,43.0,8940.0,56588.0,2.0,127.0,5.0,1,332.0,6.329753914988815,134.0
CL299314,2025-02-06,2025-09-11,Ahmedabad,Home,App,Unknown,27.0,10977.0,64513.0,0.0,317.0,3.0,1,217.0,5.877106677598615,320.0
CL289509,2024-10-01,2024-10-09,Kolkata,Home,Partner,Unknown,37.0,14423.0,43371.0,0.0,65.0,3.0,0,8.0,3.0070720377175344,68.0
CL111321,2025-02-01,2025-10-09,Pune,Health,Website,Unknown,41.0,8940.0,101258.0,2.0,264.0,4.0,1,250.0,11.326398210290828,270.0
CL082391,2023-01-12,2025-12-06,Kolkata,Travel,Agent,Unknown,43.0,15979.0,83289.0,12.0,800.0,4.0,1,1059.0,5.212403779961199,816.0
CL276682,2024-10-01,2025-09-10,Ahmedabad,Motor,Agent,Unknown,34.0,2578.0,12935.0,1.0,800.0,2.0,1,344.0,5.017455391776571,803.0
CL130790,2023-06-07,2023-11-28,Bengaluru,Health,Partner,Unknown,25.0,10401.0,63018.0,2.0,56.0,2.0,1,174.0,6.058840496106144,60.0
CL211298,2024-09-17,2024-10-01,Chennai,Motor,App,Unknown,42.0,8940.0,93859.0,1.0,324.0,2.0,1,14.0,10.498769574944072,327.0
CL158159,2025-02-26,2025-10-04,Pune,Home,Partner,Unknown,55.0,23326.0,68226.0,1.0,184.0,2.0,1,220.0,2.9248906799279775,187.0
CL190158,2023-12-12,2025-02-04,Bengaluru,Health,Partner,Unknown,35.0,8940.0,101655.0,1.0,71.0,3.0,0,420.0,11.370805369127517,75.0
CL102391,2024-04-06,2024-07-27,Jaipur,Health,Website,Unknown,37.0,8068.0,18915.0,2.0,90.0,2.0,1,112.0,2.344447198810114,94.0
CL007184,2024-08-03,2025-11-11,Chennai,Travel,Website,Unknown,38.0,9285.0,5084.0,1.0,224.0,3.0,1,465.0,0.5475498115239634,228.0
CL083760,2023-03-10,2023-09-30,Bengaluru,Home,Agent,Unknown,47.0,13751.0,24333.0,0.0,42.0,1.0,0,204.0,1.7695440331612247,43.0
CL161331,2024-12-01,2025-02-28,Mumbai,Health,Website,Unknown,36.0,13162.0,33156.0,1.0,119.0,1.0,0,89.0,2.519070050144355,121.0
CL174164,2023-06-08,2023-09-28,Ahmedabad,Travel,App,Unknown,38.0,9656.0,16188.0,0.0,0.0,3.0,1,112.0,1.6764705882352942,3.0
CL101792,2024-10-01,2025-02-25,Pune,Motor,Partner,Bike,39.0,13323.0,0.0,1.0,39.0,2.0,0,147.0,0.0,42.0
CL156962,2024-09-17,2025-01-10,Delhi,Motor,App,Unknown,24.0,9905.0,67670.0,0.0,254.0,2.0,1,115.0,6.8319030792529025,256.0
CL034313,2023-08-18,2025-08-06,Hyderabad,Travel,Agent,Unknown,46.0,14469.0,60121.0,0.0,188.0,2.0,1,719.0,4.155159306102703,190.0
CL074294,2024-11-23,2025-07-11,Chennai,Health,App,Unknown,22.0,7714.0,54790.0,2.0,168.0,1.0,1,230.0,7.10267046927664,171.0
CL189546,2024-09-14,2024-10-01,Delhi,Health,Website,Unknown,23.0,5589.0,58729.0,3.0,10.0,5.0,0,17.0,10.507962068348542,18.0
CL076656,2024-03-05,2024-07-04,Kolkata,Health,Agent,Unknown,29.0,7248.0,48310.0,0.0,138.0,3.0,0,121.0,6.665286975717439,141.0
CL219756,2024-09-17,2024-10-01,Bengaluru,Home,Partner,Unknown,23.0,7270.0,66980.0,3.0,0.0,5.0,0,14.0,9.213204951856946,8.0
CL072502,2024-05-26,2024-10-01,Pune,Motor,App,Unknown,55.0,10125.0,69935.0,2.0,26.0,1.0,0,128.0,6.907160493827161,29.0
CL155096,2023-07-27,2024-10-01,Pune,Home,Agent,Unknown,49.0,8602.0,10167.0,2.0,109.0,4.0,1,432.0,1.1819344338525923,115.0
CL269180,2024-02-05,2025-07-31,Hyderabad,Home,Website,Unknown,29.0,10610.0,26631.0,0.0,70.0,3.0,1,542.0,2.509990574929312,73.0
CL235693,2023-10-11,2024-10-01,Hyderabad,Travel,Website,Unknown,55.0,5521.0,89885.0,2.0,67.0,4.0,1,356.0,16.280565115015396,73.0
CL086439,2024-09-17,2024-10-01,Delhi,Health,Agent,Unknown,33.0,8552.0,4037.0,1.0,0.0,2.0,0,14.0,0.4720533208606174,3.0
CL290286,2024-10-01,2025-07-11,Chennai,Motor,App,Car,35.0,2338.0,67576.0,1.0,138.0,3.0,1,283.0,28.90333618477331,142.0
CL273973,2024-04-20,2024-10-01,Chennai,Travel,Agent,Unknown,47.0,13528.0,58969.0,0.0,132.0,1.0,1,164.0,4.359033116499113,133.0
CL294870,2024-10-01,2025-06-30,Hyderabad,Travel,Agent,Unknown,39.0,16381.0,22487.0,3.0,21.0,5.0,0,272.0,1.3727489164275686,29.0
CL210182,2024-10-01,2025-05-27,Delhi,Health,Website,Unknown,29.0,8940.0,85736.0,1.0,0.0,7.0,0,238.0,9.590156599552573,8.0
CL091077,2024-01-01,2024-07-03,Hyderabad,Travel,Agent,Unknown,42.0,9942.0,107758.0,0.0,0.0,4.0,0,184.0,10.83866425266546,4.0
CL034913,2023-06-26,2024-10-01,Bengaluru,Travel,App,Unknown,36.0,10670.0,74109.0,1.0,142.0,5.0,1,463.0,6.945548266166823,148.0
CL021187,2024-06-03,2024-10-01,Mumbai,Travel,Website,Unknown,50.0,12367.0,97779.0,1.0,88.0,4.0,1,120.0,7.906444570227218,93.0
CL115659,2023-07-29,2024-03-01,Chennai,Home,Partner,Unknown,35.0,17523.0,0.0,3.0,219.0,2.0,1,216.0,0.0,224.0
CL221096,2023-06-24,2024-10-01,Pune,Motor,Website,Unknown,38.0,7590.0,63256.0,1.0,279.0,8.0,1,465.0,8.334123847167325,288.0
CL298764,2024-09-17,2024-10-01,Kolkata,Motor,Agent,Bike,41.0,9958.0,0.0,0.0,160.0,1.0,1,14.0,0.0,161.0
CL064003,2023-04-09,2024-07-05,Ahmedabad,Health,Partner,Unknown,44.0,10100.0,41345.0,0.0,126.0,6.0,1,453.0,4.093564356435643,132.0
CL134992,2024-09-17,2025-05-11,Mumbai,Health,Partner,Unknown,23.0,12889.0,53077.0,0.0,107.0,1.0,1,236.0,4.118007603382729,108.0
CL244503,2024-11-03,2025-12-23,Pune,Health,Partner,Unknown,34.0,18048.0,34141.0,1.0,140.0,6.0,1,415.0,1.8916777482269505,147.0
CL161178,2024-10-01,2025-10-01,Kolkata,Travel,Partner,Unknown,37.0,10268.0,4546.0,1.0,150.0,2.0,1,365.0,0.44273470977795093,153.0
CL134405,2024-10-01,2025-04-10,Delhi,Motor,Partner,Car,33.0,13813.0,65839.0,1.0,43.0,0.0,0,191.0,4.76645189314414,44.0
CL226629,2024-09-17,2025-01-10,Delhi,Travel,App,Unknown,46.0,8448.0,61026.0,0.0,122.0,4.0,1,115.0,7.223721590909091,126.0
CL167854,2024-02-06,2025-07-11,Jaipur,Travel,Agent,Unknown,46.0,8940.0,53365.0,0.0,0.0,1.0,0,521.0,5.9692393736017895,1.0
CL121584,2024-05-06,2025-01-09,Jaipur,Health,Partner,Unknown,45.0,10011.0,26619.0,0.0,0.0,1.0,1,248.0,2.6589751273599043,1.0
CL057753,2025-04-12,2025-05-20,Kolkata,Travel,App,Unknown,55.0,5252.0,42159.0,2.0,60.0,5.0,1,38.0,8.027227722772277,67.0
CL174236,2023-12-28,2024-10-01,Hyderabad,Travel,Website,Unknown,27.0,10458.0,300000.0,1.0,320.0,1.0,1,278.0,28.686173264486516,322.0
CL150733,2024-04-24,2024-10-01,Bengaluru,Health,App,Unknown,40.0,9404.0,15610.0,1.0,188.0,3.0,1,160.0,1.6599319438536793,192.0
CL057551,2024-09-30,2024-10-01,Mumbai,Travel,Partner,Unknown,50.0,8940.0,34723.0,0.0,202.0,0.0,1,1.0,3.8840044742729307,202.0
CL212441,2023-01-07,2024-08-02,Jaipur,Travel,Website,Unknown,45.0,1701.0,56400.0,1.0,39.0,1.0,0,573.0,33.15696649029982,41.0
CL259032,2024-10-01,2025-07-25,Ahmedabad,Travel,Agent,Unknown,32.0,13835.0,67305.0,2.0,251.0,1.0,1,297.0,4.864835561980485,254.0
CL152918,2023-12-19,2024-10-01,Kolkata,Motor,Partner,Car,36.0,16060.0,53372.0,0.0,150.0,2.0,1,287.0,3.3232876712328765,152.0
CL037995,2024-02-06,2024-10-01,Kolkata,Motor,Partner,Car,47.0,7732.0,82101.0,0.0,87.0,4.0,0,238.0,10.618339368856699,91.0
CL148394,2024-10-01,2025-11-18,Kolkata,Home,Website,Unknown,35.0,10342.0,42402.0,0.0,54.0,6.0,1,413.0,4.099980661380777,60.0
CL271447,2024-10-01,2025-11-09,Delhi,Travel,Website,Unknown,38.0,10677.0,56039.0,1.0,113.0,3.0,1,404.0,5.248571696169336,117.0
CL088353,2024-10-01,2025-11-06,Hyderabad,Motor,Agent,Unknown,45.0,6673.0,0.0,1.0,145.0,2.0,1,401.0,0.0,148.0
CL012579,2024-04-14,2024-10-01,Pune,Motor,Website,Bike,44.0,6035.0,40271.0,0.0,98.0,4.0,0,170.0,6.672908036454018,102.0
CL044933,2023-08-12,2025-09-07,Delhi,Travel,Agent,Unknown,27.0,8940.0,58808.0,0.0,54.0,4.0,0,757.0,6.578076062639821,58.0
CL078993,2024-07-25,2024-10-01,Hyderabad,Motor,Agent,Bike,36.0,8940.0,78915.0,0.0,186.0,2.0,1,68.0,8.827181208053691,188.0
CL286259,2024-10-01,2025-10-01,Jaipur,Health,App,Unknown,35.0,10062.0,41734.0,2.0,142.0,5.0,1,365.0,4.147684356986683,149.0
CL167239,2024-09-05,2024-10-01,Hyderabad,Home,App,Unknown,48.0,257.0,39368.0,3.0,52.0,2.0,1,26.0,153.1828793774319,57.0
CL087548,2024-07-30,2024-10-01,Kolkata,Motor,Website,Unknown,62.0,14386.0,48095.0,0.0,197.0,1.0,1,63.0,3.3431808702905603,198.0
CL294313,2024-11-02,2025-10-02,Ahmedabad,Home,Partner,Unknown,41.0,9918.0,43213.0,1.0,49.0,4.0,1,334.0,4.357027626537608,54.0
CL151320,2024-03-12,2025-09-30,Chennai,Health,App,Unknown,27.0,6841.0,40897.0,2.0,211.0,2.0,1,567.0,5.9782195585440725,215.0
CL134875,2023-02-12,2025-02-06,Kolkata,Travel,Partner,Unknown,40.0,5021.0,2832.0,1.0,73.0,3.0,1,725.0,0.5640310695080661,77.0
CL194777,2024-10-01,2025-05-10,Hyderabad,Motor,App,Unknown,27.0,3805.0,53290.0,0.0,174.0,4.0,1,221.0,14.005256241787123,178.0
CL016064,2024-06-26,2024-10-01,Chennai,Motor,Website,Unknown,44.0,7131.0,27217.0,3.0,25.0,4.0,0,97.0,3.8167157481419154,32.0
CL175474,2024-09-17,2024-10-01,Mumbai,Health,Agent,Unknown,44.0,13770.0,35883.0,0.0,14.0,3.0,0,14.0,2.6058823529411765,17.0
CL045226,2024-05-24,2024-10-01,Bengaluru,Motor,Agent,Unknown,35.0,6379.0,48705.0,1.0,2.0,3.0,0,130.0,7.635209280451481,6.0
CL158922,2024-10-01,2025-10-05,Ahmedabad,Motor,Website,Unknown,26.0,7685.0,52120.0,1.0,258.0,0.0,1,369.0,6.782042940793754,259.0
CL040660,2024-10-01,2024-10-05,Ahmedabad,Motor,Partner,Unknown,49.0,8858.0,38124.0,1.0,218.0,1.0,1,4.0,4.30390607360578,220.0
CL090448,2023-11-11,2024-10-01,Pune,Motor,Website,Bike,37.0,3729.0,101192.0,2.0,249.0,4.0,1,325.0,27.136497720568517,255.0
CL052690,2024-08-26,2024-10-01,Hyderabad,Motor,Partner,Unknown,26.0,4993.0,16901.0,2.0,136.0,4.0,1,36.0,3.3849389144802724,142.0
CL111242,2023-06-27,2024-11-02,Chennai,Motor,Partner,Bike,37.0,8864.0,57737.0,1.0,184.0,3.0,1,494.0,6.51365072202166,188.0
CL256565,2023-12-14,2024-10-01,Hyderabad,Travel,Agent,Unknown,43.0,15119.0,68037.0,2.0,96.0,3.0,1,292.0,4.500099212910907,101.0
CL015669,2024-02-21,2024-10-01,Mumbai,Health,Agent,Unknown,54.0,865.0,48309.0,2.0,87.0,6.0,0,223.0,55.8485549132948,95.0
CL262993,2024-04-21,2024-10-01,Bengaluru,Home,App,Unknown,46.0,17378.0,42023.0,0.0,190.0,1.0,1,163.0,2.418172401887444,191.0
CL263784,2024-06-05,2025-04-13,Mumbai,Motor,Agent,Unknown,25.0,8777.0,86226.0,1.0,208.0,4.0,1,312.0,9.82408567847784,213.0
CL130944,2024-02-18,2024-10-01,Mumbai,Health,Website,Unknown,45.0,10964.0,300000.0,0.0,141.0,2.0,1,226.0,27.362276541408246,143.0
CL151165,2024-09-17,2025-06-03,Hyderabad,Health,App,Unknown,43.0,4695.0,70208.0,2.0,111.0,1.0,1,259.0,14.953780617678381,114.0
CL257638,2024-03-02,2024-10-01,Kolkata,Motor,Agent,Unknown,46.0,5630.0,62261.0,0.0,115.0,4.0,1,213.0,11.05879218472469,119.0
CL068715,2023-03-07,2024-04-13,Hyderabad,Motor,App,Unknown,23.0,11501.0,0.0,0.0,79.0,5.0,0,403.0,0.0,84.0
CL296689,2024-09-02,2024-10-01,Kolkata,Health,Website,Unknown,21.0,11121.0,69940.0,1.0,15.0,2.0,0,29.0,6.289002787519108,18.0
CL098690,2024-10-01,2025-09-15,Mumbai,Motor,Agent,Car,22.0,14603.0,33117.0,0.0,87.0,2.0,0,349.0,2.2678216804766143,89.0
CL276917,2024-02-10,2025-10-01,Delhi,Health,Agent,Unknown,31.0,10250.0,13589.0,1.0,154.0,3.0,1,599.0,1.3257560975609757,158.0
CL089281,2024-10-01,2025-11-16,Mumbai,Health,Agent,Unknown,32.0,4780.0,13749.0,5.0,356.0,4.0,1,411.0,2.876359832635983,365.0
CL128553,2024-10-01,2025-05-09,Ahmedabad,Motor,App,Unknown,49.0,12070.0,29814.0,2.0,91.0,2.0,0,220.0,2.4700911350455677,95.0
CL211162,2023-06-21,2023-12-10,Jaipur,Health,Agent,Unknown,18.0,5420.0,0.0,0.0,81.0,1.0,1,172.0,0.0,82.0
CL144799,2024-09-17,2024-10-01,Delhi,Motor,Agent,Unknown,50.0,10971.0,24918.0,0.0,86.0,4.0,0,14.0,2.271260596117036,90.0
CL038142,2024-05-06,2024-10-01,Delhi,Travel,Agent,Unknown,18.0,11695.0,69097.0,1.0,88.0,15.0,0,148.0,5.908251389482685,104.0
CL293129,2023-10-06,2024-10-01,Ahmedabad,Motor,App,Unknown,35.0,5427.0,18151.0,2.0,99.0,4.0,1,361.0,3.3445734291505436,105.0
CL286453,2023-12-29,2025-05-07,Chennai,Home,App,Unknown,69.0,5226.0,94456.0,1.0,30.0,6.0,1,495.0,18.074244163796404,37.0
CL005129,2024-03-17,2024-10-01,Mumbai,Travel,Website,Unknown,43.0,7772.0,30280.0,1.0,195.0,3.0,1,198.0,3.8960370560988165,199.0
